id,name,spec,unit,price,brand,discount,inventory,expiration_data,product_location
861,三笑(高露洁)缤纷世界儿童牙刷(非电动牙刷~软毛)1985_1支,0,支,5.5,三笑,1.0,23,2027-04-24,C
862,三笑-缤纷海洋儿童牙刷,0,把,4.5,三笑,1.0,30,2027-02-04,A
863,三笑(高露洁)炫彩波浪牙刷(非电动牙刷~软毛)2784_1支,0,支,2.1,三笑,1.0,50,2027-08-30,F
864,华夏长城优选解百纳干红酒,750ML,瓶,38.0,长城,0.7,26,2027-09-26,H
865,美白润肤霜 30g,30g,瓶,36.0,玉兰油,1.0,40,2026-10-16,F
866,杏花村汾酒清香型白酒48度475ml,475ML,瓶,59.0,杏花村,1.0,38,2026-12-16,A
867,QQ星儿童成长奶酪—巧克力味,20g*4杯/盒,盒,9.9,伊利,1.0,50,2027-02-03,B
868,不二家清爽型棒棒糖,125克*5袋*8袋,袋,14.4,不二家,1.0,28,2026-11-28,F
869,糯米酒,5L,瓶,26.9,申德,1.0,49,2027-01-31,H
870,三五夜用独立抗菌卫生巾,290,包,6.9,555,1.0,29,2027-09-28,G
871,速冻鲜肉粽,140克*4只,袋,15.8,五芳斋,1.0,29,2026-12-22,A
872,820ml潮王牌浓缩鲜橙汁,140,瓶,45.0,无,1.0,28,2027-08-30,C
873,bobo博宝胶水,50ml,支,1.9,博宝,0.8,24,2027-09-29,C
874,多效焕颜活肤霜50g,50g,瓶,85.0,玉兰油,1.0,40,2027-06-04,H
875,三湖牌熟咸鸭蛋,-,盒,41.8,三湖,1.0,40,2027-08-06,F
876,护舒宝超值棉柔贴身卫生巾买三送一促销装,1套,包,7.9,护舒宝,1.0,33,2027-03-21,E
877,云南白药金口健亮齿白酷爽冬青牙膏145克,145克,盒,25.8,云南白药,1.0,40,2027-05-13,F
878,拉芳膜力纯养丝蛋白营养护发素1升,1升,瓶,25.8,拉芳,1.0,37,2027-09-03,E
879,茶花 丁香饭盒 便当盒 有分隔 可微波 颜色随机2765,24,只,22.9,茶花,1.0,50,2027-06-27,D
880,北京二锅头酒56度,56度  5000ml,桶,49.0,举世峰,1.0,31,2026-12-31,G
881,清香稻,10千克,袋,87.89,金龙鱼,1.0,46,2026-10-08,H
882,160g Kisses 好时之吻 精选巧克力礼盒(牛奶巧克力+杏仁牛奶巧克力),160g,盒,68.2,好时,1.0,30,2027-05-31,C
883,潇然女士时尚内裤均码,-,条,13.8,潇然,1.0,29,2027-01-10,G
884,欧蕾特纯冷轧橄榄油,250mL,桶,55.0,欧蕾,1.0,23,2027-07-14,G
885,真彩笔,真彩笔,瓶,0.9,真彩,1.0,34,2026-09-21,C
886,佳洁士双效炫白180克送仿古花瓷杯礼物装,180G,支,13.8,佳洁士,1.0,47,2027-07-25,A
887,舜华临武糖果鸭翅120g,120g,包,25.8,舜华,1.0,40,2027-02-07,A
888,穆堂香十三堂调味料（清真）,40克,盒,3.2,穆堂香,1.0,42,2027-08-02,B
889,00137精梳棉休闲男袜,针织品,双,17.9,七匹狼,1.0,46,2027-03-20,H
890,去皮尤鱼丝,100g,袋,8.9,金山,0.9,30,2026-11-02,D
891,广积米,5kg,袋,29.8,广积,1.0,26,2027-08-16,D
892,42度福星一星好运,105mm*100mm*260mm,瓶,16.0,福星,1.0,41,2027-07-29,G
893,茶油腐乳,300g,瓶,8.1,久鸿,1.0,44,2027-05-27,C
894,水晶胶原唇膏精莹系列B33,1.9g,支,69.0,美宝莲,1.0,34,2027-05-09,C
895,潘高寿润喉糖(B特强型),56g 铁盒,盒,10.0,潘高寿,0.8,42,2026-12-29,A
896,佳韵猪头粘钩JY3001,-,只,4.9,佳韵,1.0,50,2027-06-27,B
897,白洋河酿酒师干红葡萄酒,750ml/瓶,瓶,66.0,白洋河,1.0,45,2026-11-06,A
898,康力莲花盘KL543,-,只,5.0,佳韵,1.0,22,2027-02-21,G
899,红豆韩式玉米纤维被,0,条,249.0,红豆家纺,1.0,25,2027-04-30,A
900,蓝黑书写墨水,50ml,瓶,3.9,8202蓝黑墨水,0.8,47,2026-11-13,F
901,爱仕达电磁炉适用铁炒锅32CM,32,只,139.0,爱仕达,1.0,25,2027-02-04,E
902,耐用订书机,12#,台,18.9,comix齐心,0.9,33,2026-10-31,B
903,A4，3寸单开管夹,A4单个商品条码	蓝,个,32.0,comix齐心,1.0,28,2027-09-08,A
904,纸杯,-,袋,8.0,佳韵,1.0,44,2027-07-08,F
905,洁孚100   360ML高级皮革护理液,360ML/支  30支/箱,瓶,20.5,洁孚100,1.0,38,2027-03-10,D
906,不二家牛奶棒棒糖(奶茶味+巧克力牛奶味),116克*5袋*8袋,袋,17.0,不二家,1.0,37,2027-04-18,H
907,联华笔记本0455 455 / 本,0455;455;本;笔记本,本,22.5,LEnWA/联华,0.9,48,2026-11-21,H
908,佳韵宝宝浴花JY3191个,-,个,7.1,佳韵,1.0,41,2027-01-17,E
909,白湖香米,5千克,袋,34.9,白湖,1.0,29,2026-12-03,D
910,38度口子醇,500ml,瓶,31.9,口子,0.8,37,2026-12-15,H
911,军医生复合能量补水保湿营养乳100g,100g,瓶,48.8,军医生,1.0,23,2027-04-22,G
912,1000g澳宝薰衣草沐浴露/,1000ml/瓶,支,26.0,澳宝,1.0,29,2027-06-23,B
913,56克巧克力夹心,56克,袋,0.9,格尔,1.0,22,2027-06-09,H
914,52度新情缘,瓶,瓶,58.0,四特酒,1.0,32,2027-05-14,E
915,盼盼香蕉酥36克,500g,包,4.5,盼盼,1.0,21,2026-10-20,A
916,700g姥山糖水黄桃罐头,700g*9瓶,瓶,11.8,姥山,1.0,29,2027-04-28,E
917,重庆火锅底料,400克,包,10.8,周君记,1.0,22,2027-08-24,C
918,日钢工具刀332,140,把,1258.7,无,0.9,42,2027-01-11,E
919,阿旺琥珀桃仁,-,袋,25.9,旺迪,1.0,31,2027-02-23,A
920,西王玉米胚芽油 4升,4升,瓶,69.8,西王,1.0,45,2027-08-27,E
921,精纯矿物自然亲肤粉底液塑管装 N01,18ml,支,59.0,美宝莲,0.7,40,2026-11-26,F
922,鸡蛋挂面280g,280g,包,6.5,陈克明,1.0,39,2027-01-26,B
923,东北人家房盒,500ML,瓶,17.5,桂花牌,1.0,29,2026-11-17,H
924,很牛牛肉粒,80g,袋,50.0,天喔,1.0,49,2026-10-26,C
925,中性笔,AGP18705,支,4.9,M&G晨光,1.0,38,2026-09-21,A
926,学生型剪刀，4.8寸,4.8寸,把,4.5,comix齐心,1.0,45,2027-03-29,E
927,吉林米醋,350ml,袋,1.0,江城牌,1.0,32,2026-09-07,D
928,虎王宽牌黄豆酿造酱油,1L,瓶,4.9,虎王和田宽,0.9,29,2027-08-05,A
929,山峰娃娃乐无烟型,35克*5,盒,4.2,山峰,1.0,49,2026-10-27,G
930,飘柔滋润去屑洗发露,套,组,49.2,飘柔,1.0,22,2026-12-20,H
931,260克甜面酱,1*20袋/箱,袋,4.0,利民,1.0,48,2026-09-16,A
932,威猛先生洁厕宝自动冲洗洁厕块单块装,50g,板,5.7,威猛先生,1.0,27,2026-11-05,H
933,52度 水井坊 春夏秋冬 礼盒装  小酒版 100ml*4瓶,52%（v/v）（100 mL x4）x,盒,699.0,水井坊,1.0,48,2027-04-13,E
934,白酒 经典蓝花郎郎酒天宝洞藏52°500ml,500ml,瓶,108.0,郎牌,1.0,40,2027-01-28,F
935,魔法士吮指嫩牛排味干脆面 26g,26克/包,包,0.5,魔法士,1.0,36,2026-11-20,C
936,A4，2寸三面插袋文件夹，3孔D型夹,A4,本,56.9,comix齐心,1.0,48,2027-04-22,F
937,GR130.5笔芯,40支/PVC盒,板,27.9,白雪,0.9,21,2027-03-07,C
938,川南油爆辣椒调味料,250g,瓶,9.6,川南,1.0,35,2026-11-05,C
939,十三香炸鸡配料,1*12袋*45克,袋,14.4,鸿兴源,1.0,29,2027-06-08,A
940,山楂软糕,88g/袋,袋,4.3,维之王,1.0,29,2026-10-11,E
941,绿色庄园,750ml*2*5,箱,99.0,威龙,1.0,30,2026-11-20,F
942,佳韵干发巾JY3124,-,个,9.2,佳韵,1.0,49,2026-11-03,E
943,雨洁去屑洗发露（闪耀去屑系列清爽去屑）,1L,瓶,55.0,雨洁,1.0,32,2027-04-13,A
944,汰渍洗衣粉净白去渍无磷,1.55kg/袋,包,13.9,汰渍,1.0,28,2027-05-19,C
945,圆珠笔,ABP81005,支,14.0,M&G晨光,1.0,29,2027-03-12,G
946,阳之源玻璃瓶装老陈醋,420ml*12,瓶,7.4,阳之源,1.0,26,2027-03-17,D
947,无感干爽护垫,30片*48包,包,3.0,满爽,1.0,23,2027-07-26,D
948,580g维维牛奶加钙麦片,-,袋,23.0,维维,1.0,47,2027-08-22,F
949,泡品脆米夹心牛奶巧克力46g,46g,盒,10.1,格力高,1.0,42,2027-03-27,F
950,万宝路(硬红),20,包,15.0,万宝路,1.0,36,2026-09-21,D
951,男仕时尚平脚裤,盒装,盒,49.9,络华,1.0,22,2027-01-15,G
952,潇然女士时尚内裤均码,-,条,13.8,潇然,1.0,34,2027-09-08,E
953,清风茶臻纯品二层抽取式面巾纸茉莉花茶香20,188mm x136mm（2层）；200,提,5.5,清风,1.0,40,2027-06-02,E
954,R-2027  虫虫牙签瓶（带签）,材质： PS,个,6.5,超诚,1.0,24,2026-10-18,G
955,健而爽平角棉女士内裤,160盒/箱,盒,16.3,健而爽,0.9,29,2026-11-07,D
956,七匹狼竹炭棉休闲男袜00422,针织品,双,17.8,七匹狼,0.9,50,2027-01-01,G
957,古今专柜,-,件,33.0,潇然,1.0,24,2027-07-14,H
958,25mm锁匙圈,140,包,0.3,无,1.0,23,2027-04-10,B
959,浩发电吹风HF-880,140,个,500.4,无,1.0,24,2027-02-06,E
960,得力多栏收据单 三联（30组）,本/本,本,1.8,得力,1.0,49,2027-05-09,G
961,玉兰油防晒清爽套装,1套,盒,63.0,Olay Ⅱ,1.0,22,2026-09-07,C
962,维维百利包维他型豆奶x18箱,-,箱,230.0,维维,1.0,36,2026-10-10,A
963,康师傅绿茶1L/瓶,1L/瓶,瓶,4.0,康师傅,1.0,27,2027-01-23,B
964,50度百家老根酒,450ml,瓶,138.0,杏花村,0.9,29,2027-06-09,C
965,康师傅汤王海鲜汤面 128g / 桶,128;128g;桶;汤,桶,49.9,康师傅,1.0,22,2026-11-19,B
966,开口笑九年陈酿,52度 500ml,盒,158.0,开口笑九年陈酿,0.8,37,2027-01-09,H
967,73246带袖口水肩,0,个,209.0,无,0.9,38,2027-09-19,E
968,新高美静电复印纸,80gsm  A4 500张/令,包,29.7,高美,0.9,36,2026-10-12,B
969,杜蕾斯震震环(震震环),1只,个,42.0,杜蕾斯,1.0,35,2026-12-28,C
970,川南泡椒木耳62g,62g,袋,1.5,川南,1.0,20,2027-05-31,C
971,华杰中性笔,中性笔,支,15.59,HUA JIE/华杰,1.0,35,2026-10-11,G
972,亚马逊葡萄味(大颗粒)安全套10只,10Pcs/片,盒,10.0,亚马逊,1.0,48,2027-01-05,C
973,金色年华六年陈瓶,500ml,瓶,26.0,和,1.0,48,2027-07-03,B
974,毛哥酸香味酸竹笋炖料,350克,袋,7.5,毛哥,1.0,44,2026-11-30,E
975,健而爽平角棉男士内裤,120盒/箱,盒,26.2,健而爽,1.0,35,2027-04-14,A
976,健而爽平角棉女士内裤,160盒/箱,盒,21.9,健而爽,1.0,27,2027-06-22,A
977,沁甜梅莓,1250mL,瓶,6.5,纯果乐,1.0,26,2027-09-28,B
978,兰花香干,80g,包,2.5,祖名,1.0,35,2027-02-16,H
979,舒感彩棉女套22306个 l-xl/套,22306;xl;个;套;女;彩棉,套,69.0,sugain/舒感,1.0,22,2027-03-24,G
980,100g朗力福羊胎素护手霜,-,支,1.0,朗力福,1.0,37,2027-06-08,F
981,108g立白椰油精华透明皂组合装10组,/,块,32.9,立白,0.8,37,2027-07-18,D
982,金口保温杯茶杯水杯子350ml,350ml,个,35.0,金口,0.9,22,2027-06-14,A
983,玛丽桂花陈葡萄酒330ml/瓶 山东特产 婚宴/喜宴/聚会用酒 果味酒,330ml/瓶,瓶,13.8,玛丽,1.0,40,2027-02-01,G
984,45度驻马店2号,瓶,瓶,92.0,四特酒,0.8,27,2027-08-27,H
985,雨洁清爽/深度去屑洗发露400ml,400ml/400ml,瓶,29.0,雨洁,1.0,20,2027-04-17,B
986,喜良缘四件套-大红,220cmx240cm,只,549.0,红豆家纺,1.0,49,2027-02-10,H
987,真龙（天翔）,84烤硬,包,8.5,真龙,1.0,41,2027-03-26,G
988,蒙丽萨跳跳巧克力14克,14;14克;克,袋,18.8,Monlsa/蒙丽萨,1.0,29,2027-09-10,B
989,白南瓜子复合食品包装袋 净含量400克,复合食品包装袋 净含量400克,袋,25.0,老安家安莉,1.0,29,2027-04-11,B
990,永真卡通凳,大号,个,17.5,永真,1.0,33,2027-01-23,G
991,苔原地带天景公园休闲防晒帐篷,3-4人双层,只,1.2,苔原地带,1.0,21,2027-03-01,H
992,帮宝适超薄干爽系列大包装中号64片送6片,70CT,包,102.0,帮宝适,1.0,23,2027-06-15,A
993,飘柔家庭洁顺水润洗发露400ML促销装,1套,盒,19.4,飘柔,1.0,22,2026-11-09,A
994,快鹿工艺拖kL8082,240mm,双,10.9,快鹿,1.0,44,2026-09-26,D
995,750ml路易°黑品诺,750,瓶,79.0,水城,1.0,38,2026-11-16,A
996,华夏长城一品天香（紫标） 干红酒,750ML,瓶,30.8,长城,1.0,33,2027-08-04,C
997,怪U味五香味怪味豆,130克,袋,4.5,洽洽,1.0,34,2027-05-12,G
998,特选长粒香米,5千克,袋,45.0,香满园,1.0,47,2026-11-03,G
999,味干,160g,包,3.2,祖名,1.0,39,2027-09-20,C
1000,42度枝江古酒,500mlx6,瓶,40.0,枝江,1.0,29,2027-06-02,A
1001,哈耐斯夹子,-,个,3.4,佳韵,1.0,46,2027-04-28,F
1002,牛奶巧克力,82克/袋,袋,16.2,好时,1.0,40,2027-08-19,D
1003,新概念娇子(全硬) 条,条,条,100.0,娇子,1.0,20,2027-09-23,F
1004,古今专柜,-,件,33.0,潇然,1.0,27,2027-04-04,G
1005,蕾迪丝绿茶清爽干爽日夜用组合装卫生巾,ZHL202  20片/包,包,8.6,蕾迪丝,1.0,48,2027-04-04,E
1006,潇然女士时尚内裤均码,-,包,13.8,潇然,1.0,37,2027-04-19,E
1007,85g柏丽丝啫喱水(清爽定型)紫,130,瓶,2.35,柏丽丝,0.9,24,2026-11-27,D
1008,特选保湿润唇膏 5.1g,5.1g,支,36.0,依云,1.0,26,2027-01-05,G
1009,味精,400克,包,7.0,王守义十三香,1.0,48,2027-09-23,D
1010,古越龙山清醇五年黄酒,500ml,瓶,30.0,古越龙山,1.0,39,2026-12-07,G
1011,韩国进口东西原味烘型大麦茶300g,300g/300g,盒,19.9,东西,1.0,32,2027-01-16,D
1012,250g宝迪盐水方肠,250g/250g,袋,6.0,宝迪,1.0,25,2027-09-22,G
1013,300g宝迪台湾风味香肠,300g/袋,袋,20.7,宝迪,1.0,35,2027-05-24,C
1014,牛栏山二锅头,1*4,桶,51.5,牛栏山,1.0,50,2027-05-16,C
1015,云峰9608木质切纸刀 暂未知,9608;木质;未知,台,2.5,云峰,1.0,45,2027-05-14,F
1016,佳洁士草本水晶牙膏,支,支,3.9,佳洁士,1.0,46,2027-01-28,A
1017,蜜雪儿城堡红葡萄酒,750ml,瓶,18.0,蜜雪儿,1.0,34,2027-02-15,H
1018,品客薯片泰国香草意式蒜香味130克,130G,罐,12.7,品客,1.0,21,2027-02-21,F
1019,经典干红葡萄酒丨,-,盒,102.8,皇家,1.0,39,2027-08-16,C
1020,杰仕洗洁布(抹布~万用抹布~其它)3364_3个长38cm、宽30cm、厚6层,长38cm、宽30cm、厚6层,个,6.7,杰仕,1.0,42,2026-11-07,D
1021,洽洽欢乐分享装,包,袋,18.0,洽洽,1.0,50,2027-08-20,E
1022,18枚咸蛋礼盒,18枚/盒,盒,53.6,佳丰,1.0,32,2027-04-07,B
1023,不二家牛奶棒棒糖(香醇牛奶味+乳酸牛奶味),46克*10袋*6袋,袋,10.0,不二家,1.0,20,2026-09-10,G
1024,82g Kisses 好时之吻 榛仁牛奶巧克力,82g,袋,16.2,KISSES好时之吻,1.0,27,2026-11-14,D
1025,健将 88330 弹力印花男士内裤XXXL /盒,M,合,36.0,健将,1.0,47,2027-08-28,F
1026,台湾进口北田-能量99棒180g 巧克力夹心,180g,袋,16.0,北田,1.0,26,2027-03-26,A
1027,豪丰带盖冰格（2只装） HF-540,27.5*6*4,个,12.9,豪丰,1.0,47,2026-10-10,A
1028,绿力芒果汁500g,490ml,瓶,6.0,绿力,1.0,29,2026-12-20,G
1029,蒙牛优益C芦荟味800ml,800ml/800ml,瓶,13.0,蒙牛,1.0,22,2027-02-05,G
1030,碳烧鱿鱼（原味）,60g,袋,11.8,元臻,1.0,25,2026-12-13,F
1031,水密码-60g补水防晒凝露SPF25 PA+++,60g,瓶,54.0,丹姿,0.8,33,2026-10-24,H
1032,大学士-A68电子词典,a68;电子,台,398.0,大学士,1.0,33,2026-10-30,D
1033,壹枝笔(软红),20支/包/条,条,200.0,壹枝笔,1.0,50,2027-02-02,E
1034,50°太白陈藏酒,500ml,瓶,39.5,太白,0.9,39,2027-09-12,H
1035,出前一丁包鸡蓉面,100g/袋,袋,3.9,日清食品,1.0,50,2027-08-04,E
1036,合味道进口（鸡肉杯面）,75g*24/杯,杯,6.8,日清食品,1.0,36,2026-12-25,C
1037,旭东“百里挑一”纸包葵瓜子128g,128g,袋,4.2,旭东,1.0,47,2027-01-12,B
1038,真彩3877涂改液/支,涂改液/支,支,3.4,真彩,1.0,26,2026-12-18,H
1039,浪莎女袜2015/双,/双;2015;双;女袜,双,7.9,浪莎,1.0,24,2027-06-27,H
1040,益康源儿童营养平衡素维钙片115g,115;115g;儿童,罐,11.9,益康源,1.0,44,2027-09-19,A
1041,九牧单把冷热脸盆龙头3227-005/个,005;个;单;把;龙头,个,229.0,JOMOO/九牧,1.0,24,2027-05-11,G
1042,圣美时巧克力圆盒,圆盒,盒,0.5,HOLY TIMES/圣美时,0.8,46,2026-11-29,A
1043,美利加深加斗调味缸18CM/个,18;18cm;cm;个,个,12.0,美利加,1.0,28,2027-06-21,D
1044,蓝月亮宝宝洗衣液瓶1kg,1kg/瓶,瓶,48.0,蓝月亮,1.0,49,2027-04-03,H
1045,太古力砂糖包375g,50包/盒,合,20.5,友谊超市,1.0,47,2026-10-10,B
1046,京王子,500ml,盒,46.0,永丰二锅头,1.0,47,2026-11-05,B
1047,调温喷雾电熨斗,RH183  1200W,个,89.0,红心,1.0,38,2026-12-07,C
1048,兰花干,80克,袋,10.8,湘恒,0.9,42,2027-01-04,B
1049,万众通计算器WT-240A,240;240a;计算器,个,15.0,万众通,1.0,39,2026-11-04,C
1050,舒肤佳薄荷舒爽型香皂125克X3,375G,捆,14.5,舒肤佳,1.0,45,2027-04-14,C
1051,香巴拉五香牛肉,200克,袋,24.5,香巴拉,1.0,24,2027-08-23,D
1052,波司登全棉精品男袜B80844/双,-,双,7.0,波司登,1.0,30,2027-02-20,F
1053,好帮手不锈钢压力锅,24cm/24cm,个,336.0,苏泊尔,0.8,22,2027-08-30,E
1054,50度西凤喜酒,500mL,瓶,78.0,西凤,1.0,41,2027-08-07,G
1055,威豹旅行包458/个,/个;458;个;旅行包,个,89.0,WINPARD/威豹,0.8,42,2027-09-30,F
1056,维之王黄桃凉果/168克,128g,袋,10.4,维之王,1.0,47,2027-01-28,C
1057,丽倍佳精华去屑洗发露,精华,瓶,39.0,无,1.0,42,2027-05-10,H
1058,羊肉洋葱水饺400,400,袋,19.5,心萌缘,0.9,45,2027-06-28,E
1059,好妈妈胶圈30CM1*20032CM1*200,32CM1*200,只,3.0,亿美嘉,1.0,40,2027-07-12,D
1060,玉临风遥控冷风扇,FK,台,439.0,先锋,0.8,50,2027-04-11,F
1061,福兴长枕芯,45*120cm,个,99.0,福兴,0.9,43,2027-02-19,B
1062,亚平四星乒乓球拍支,-,支,39.0,亚平,0.9,39,2026-09-28,C
1063,F85红双喜碳纤维羽毛球拍65,65,只,33.9,红双喜,1.0,43,2027-03-12,H
1064,波司登全棉精品男袜B81402/双,-,双,7.0,波司登,0.7,50,2027-01-14,F
1065,XZ3005金利双簧去皮钳个,3005;xz;个;去皮;皮,个,25.0,金利,1.0,21,2027-05-15,E
1066,525花5#面碗1*96/个,1*24,个,11.6,日旺,1.0,23,2026-12-15,H
1067,琪雅眼部凝乳5807_23克,23g,瓶,88.0,琪雅,1.0,28,2027-08-11,A
1068,浪莎运动休闲男袜5345/双,5345;休闲;双;男袜,双,7.8,浪莎,1.0,23,2027-03-28,B
1069,玉兰油深润柔嫩型沐浴乳1L,1000ML,瓶,48.5,玉兰油,1.0,49,2027-01-11,F
1070,未来星吸吸爽牛奶饮品(椰子味),65ml,盒,1.1,蒙牛,1.0,41,2026-09-01,E
1071,口水娃香辣味兰花豆,88克,袋,3.8,口水娃,1.0,22,2027-01-29,D
1072,45度银藏西凤酒（九年陈酿）（老）,500mL,瓶,152.0,西凤,0.9,26,2027-04-10,A
1073,辉煌礼盒,750Ml*2*5,箱,188.0,威龙,1.0,50,2026-11-21,H
1074,波司登全棉精品男袜B80137/双,-,双,7.0,波司登,1.0,25,2026-11-11,B
1075,美白胎盘E美容膏,30g,瓶,48.0,琪雅,0.8,22,2027-04-18,B
1076,红豆女式内衣8080/套,8080;内衣;套;女式;女式内衣,套,39.8,红豆,0.9,21,2026-09-12,B
1077,玉兰油 凝萃海洋清爽润泽型护肤沐浴露,720ml/瓶,瓶,29.9,玉兰油,1.0,44,2026-09-30,H
1078,蔬菜面,250g*20包,包,1.8,兴盛,1.0,27,2027-07-26,F
1079,恒源祥毛巾被150*200IGU1036/条,1036;150;150*;150*20,条,116.0,恒源祥,1.0,44,2027-05-16,F
1080,延安(金),84mm 硬/条,条,130.0,延安,1.0,25,2027-06-27,H
1081,蓝月亮衣物消毒液瓶2kg,2L,瓶,66.8,蓝月亮,1.0,38,2027-08-05,C
1082,张裕苹果汽泡酒,1500ml/瓶,箱,220.0,张裕,1.0,49,2027-05-19,E
1083,波波400ml－驱蚤抗虱,400ml,瓶,20.0,波波,1.0,35,2026-11-05,C
1084,大家好22CM高压锅,22;22cm;cm,个,341.0,大家好,1.0,26,2027-04-03,E
1085,惠好蝴蝶飞飞绢感护垫20片/包,20;20片;包;护垫20片;片,包,5.0,惠好,1.0,31,2026-12-21,F
1086,石榴之乡石榴酒,750ml,瓶,31.2,石榴之乡,1.0,32,2027-06-20,C
1087,果汁糖果（草莓味包衣、包衣抛光型凝胶糖果）,105克,袋,8.8,滨崎,1.0,50,2027-02-01,D
1088,玉兰油植美汇沐浴乳佛手柑蔷薇精油450ML,450ML/瓶,瓶,31.9,玉兰油,1.0,38,2027-09-15,B
1089,羊肉胡罗卜水饺400g,400g,袋,33.2,心萌缘,1.0,32,2027-08-31,C
1090,真空广口壶 HG-1500-1,HG-1500-1,个,219.0,HAERS,1.0,24,2027-02-08,E
1091,清螨灵男士健肤霜,130,盒,56.0,无,1.0,48,2027-07-22,F
1092,韩川秀修护防敏洁面乳120克瓶,120;120克;克;洁面乳;瓶,瓶,34.6,无,1.0,26,2026-12-21,G
1093,乔贝诗文胸805/个,/个;805;个;文胸,个,33.0,乔贝诗,1.0,21,2026-09-30,D
1094,计算机,60516,台,58.0,伊达时,1.0,33,2027-09-19,A
1095,活性炭男士控油劲爽洁面乳,100g,支,38.0,颐莲,1.0,24,2026-12-18,B
1096,成伟600G中老年无蔗糖蛋白质粉,-,盒,116.0,成伟,0.9,49,2026-12-06,B
1097,百世口福牌香油,500ml*20瓶,瓶,23.9,百世口福,1.0,32,2027-03-09,B
1098,京王子酒,500ml 38%vol,盒,15.8,永丰,1.0,21,2027-03-19,C
1099,50度 西凤 幸福人家酒 500ml,500mL,瓶,69.0,西凤,1.0,27,2027-03-16,H
1100,20CM伟龙不锈钢壶/个,20;20cm;cm;个,个,43.0,伟龙,0.9,44,2027-06-21,H
1101,无磁双篦多用锅,36cm,个,108.0,添美食,1.0,47,2026-12-27,G
1102,同大爱家100g除菌洗衣粉,-,包,238.0,爱家,0.9,49,2027-03-20,G
1103,香港代购 现货 菲诗小铺The Face Shop HERB DAY365 洗面奶 水蜜桃 170ml,170ml,支,32.0,菲诗小铺,1.0,27,2026-09-16,G
1104,3kg玉铃兰绿色柔顺剂,3kg,瓶,26.0,蓝月亮,1.0,37,2027-09-21,C
1105,320g下课了乳片,320g,袋,19.8,草原情,1.0,30,2026-10-23,E
1106,洁婷微薄超薄型棉柔日用卫生巾245mm8片装 轻松摆脱潮闷烦恼,8片,包,7.1,洁婷,1.0,20,2027-01-29,C
1107,精益珍黑糖沙琪玛,内含6个,袋,6.9,精益珍,1.0,46,2027-04-11,H
1108,厨师原粒罐头(两种规格）*5罐,140,袋,33.0,无,1.0,25,2026-09-22,D
1109,成长动力儿童AD钙蝴蝶面/袋,160克,袋,3.9,成长动力,1.0,40,2027-05-20,C
1110,泡椒牛肉,60g,袋,6.5,牛浪汉,0.9,23,2026-11-15,C
1111,四川原浆酒,1*6,桶,1511.0,古堰,1.0,41,2027-09-09,E
1112,张裕VS金奖白兰地,100ml,盒,6.0,张裕,1.0,40,2027-02-21,H
1113,玉兰油美白滋润型香皂115gx3,345G/块,块,13.5,玉兰油,1.0,49,2027-08-14,E
1114,正皇连柄小汤勺,小;柄;汤勺,支,24.0,正皇,1.0,24,2027-01-15,E
1115,波司登全棉运动女袜B0134双,0134;b0134;全棉;双;女袜,双,168.0,波司登,0.9,24,2026-12-04,A
1116,冠雅 MT3227A-2台灯,310×190×380（mm）,台,358.0,冠雅,1.0,33,2026-12-24,E
1117,海娜-伊丽木清爽啫喱,150ml,瓶,17.8,海娜,1.0,28,2027-03-10,E
1118,天顺皇家花园4.5″日式碗,4.5″日式碗,瓶,44.0,天顺,0.9,32,2027-09-03,G
1119,破壁花粉,150克,瓶,27.7,蜜友,0.9,36,2027-03-01,B
1120,帮宝适干爽健康超大包装中码78片,78片,包,77.9,帮宝适,1.0,32,2027-08-21,C
1121,师福记冰苹果味硬糖,苹果;苹果味,袋,35.0,福记,1.0,49,2026-11-23,B
1122,冰洁保暖裤/套,1263;时尚,双,79.0,波司登,0.9,33,2027-06-10,H
1123,X-36Z修正液,24支/插盒,个,3.9,白雪,1.0,25,2027-04-25,C
1124,今尚儿吊带背心3524,3524;吊带;吊带背心;背心,件,48.0,Jser/今尚儿,1.0,37,2027-02-12,G
1125,澳莱姿束身衣1238/件,/件;1238;件,件,23.9,UNDERWEAR/澳莱姿,0.9,41,2027-02-08,B
1126,得力5623档案盒(黑)(只),32*23.7,个,10.0,得力,1.0,44,2026-12-30,F
1127,【体验店3】小吉米童袜（小花猫）（4-6）640,4-6岁,双,7.8,小吉米,0.7,23,2026-09-19,D
1128,波司登全棉精品男袜B80126/双,-,双,7.0,波司登,1.0,22,2026-10-10,H
1129,南京(出口喜庆),南京,包,30.0,南京,1.0,45,2027-05-02,B
1130,玉兰油植美汇沐浴乳迷迭香茉莉精油450ML,450ML,瓶,31.8,玉兰油,1.0,29,2027-03-31,G
1131,香港合味道杯面五香牛肉味75g,75g*24/杯,杯,8.0,合味道,0.8,44,2026-10-14,A
1132,圆润较大婴儿配方乳粉（6-12月龄，2段）,400g/袋,包,14.5,和氏,1.0,36,2027-06-07,H
1133,飞天马铃薯水晶粉皮,200g每袋,袋,5.3,飞天,0.8,33,2027-07-24,A
1134,蓝月亮衣物消毒液1000ML,1kg,瓶,28.0,蓝月亮,1.0,31,2026-10-30,C
1135,西麦家庭特惠装,1.5千克,袋,36.8,西麦燕麦片,1.0,33,2026-12-11,F
